업소 명,자치구 명,업태 명,지도 Y좌표,지도 X좌표,도로명주소
엉터리양평해장국&#38감자탕곱창전골,중랑구,,37.600219,127.078258,서울특별시 중랑구 중랑역로 76(중화동)
소문난 고깃집,중랑구,,37.58393,127.08883,서울특별시 중랑구 면목로56길 8(1층 면목동)
서해쭈꾸미,중랑구,,37.58885,127.088917,서울특별시 중랑구 겸재로 191(면목동)
삼웅수산직판장,중랑구,,37.597983,127.097832,서울특별시 중랑구 용마산로113길 31(망우동)
봉화정육식당,중랑구,,37.616361,127.092694,서울특별시 중랑구 신내로 211(213 214호 신내동)
능이버섯백숙,중랑구,,37.613618,127.078308,서울특별시 중랑구 공릉로 32(B01호 묵동 공감대아파트)
남한강물고기,중랑구,,37.593883,127.082617,서울특별시 중랑구 동일로114길 43(상봉동)
남원추어탕,중랑구,,37.580122,127.085763,서울특별시 중랑구 면목로39길 32(면목동)
골짝마을,중랑구,,37.603156,127.095561,서울특별시 중랑구 신내로 45(신내동해성빌딩202)
포앤시드니중계점,노원구,외국음식전문점(인도태국등),37.639899,127.064285,서울특별시 노원구 동일로203가길 29(중계동 브라운스톤 중계상가 110호 111호)
포앤시드니중계점,노원구,외국음식전문점(인도.태국등),37.639899,127.064285,서울특별시 노원구 동일로203가길 29(중계동 브라운스톤 중계상가 110호 111호)
태능숯불갈비,노원구,식육취급,37.639335,127.070365,서울특별시 노원구 한글비석로1길 37(샛말빌딩 1층 하계동)
일복,노원구,복어취급,37.654673,127.059396,서울특별시 노원구 노해로77길 12(1층 상계동)
동경1993,노원구,일식,37.654814,127.058941,서울특별시 노원구 노해로75길 14-27(상계동 2층)
어원,노원구,일식,37.650416,127.077094,서울특별시 노원구 한글비석로 254(대명프라자동 504 505호 중계동)
항도,노원구,일식,37.654551,127.058706,서울특별시 노원구 노해로75길 14-22(상계동)
이룸웨딩홀,마포구,뷔페식,37.54207,126.94978,서울특별시 마포구 마포대로 78
만다린,서초구,,37.488594,126.993862,서울특별시 서초구 서초대로25길 17(방배동1층)
만다린,서초구,,37.491157,127.029878,서울특별시 서초구 강남대로51길 5(3층 서초동)
돈까스클럽,노원구,경양식,37.639475,127.073377,서울특별시 노원구 노원로 247(1층 하계동)
기소야서여의도점,영등포구,일식,37.529272,126.924901,서울특별시 영등포구 여의공원로 101(122동 여의도동CCMM빌딩)
명동보리밥 방배점,서초구,,37.487534,126.994204,서울특별시 서초구 서초대로 108(방배동지상2층 201호)
뽕?,노원구,중국식,37.663002,127.06659,서울특별시 노원구 한글비석로49길 27(상계동)
북경,노원구,중국식,37.678308,127.053849,서울특별시 노원구 동일로243길 23(1층 상계동)
DNJ,노원구,중국식,37.646621,127.076846,서울특별시 노원구 한글비석로 212(중계동)
유성집,노원구,한식,37.64084,127.070505,서울특별시 노원구 한글비석로1길 68(104호 하계동 청구상가)
원명품생태,노원구,한식,37.654814,127.058941,서울특별시 노원구 노해로75길 14-27(상계동)
우정낙지,노원구,한식,37.653283,127.059085,서울특별시 노원구 동일로217가길 23(상계동2층)
아바이토종순대국,노원구,한식,37.639899,127.064285,서울특별시 노원구 동일로203가길 29(중계동브라운스톤 중계 107108109호)
신의주찹쌀순대,노원구,한식,37.639899,127.064285,서울특별시 노원구 동일로203가길 29(중계동브라운스톤중계  1층 144호 145호)
신의주찹쌀순대,노원구,한식,37.654485,127.058401,서울특별시 노원구 노해로75길 14-18(상계동)
부일관,노원구,한식,37.655266,127.071628,서울특별시 노원구 노원로26길 119(부일관 1층 상계동)
봉평메밀막국수,노원구,한식,37.676236,127.056131,서울특별시 노원구 동일로242가길 14-8(1층 상계동)
박대박,노원구,한식,37.65442,127.058141,서울특별시 노원구 노해로75길 14-12(1층 상계동)
명품장어구이,노원구,한식,37.654551,127.058706,서울특별시 노원구 노해로75길 14-22(이화빌딩 1층 상계동)
명문식당,노원구,한식,37.653218,127.058848,서울특별시 노원구 동일로217가길 27(상계동)
동해식당,노원구,한식,37.653283,127.059085,서울특별시 노원구 동일로217가길 23(지상2층 상계동)
대게나라,노원구,한식,37.657836,127.06848,서울특별시 노원구 상계로 122(234층 상계동)
대가 가마솥 순대국,노원구,한식,37.656662,127.065876,서울특별시 노원구 상계로 98(광복빌딩 1층 상계동)
고전한방삼계탕,노원구,한식,37.655685,127.06539,서울특별시 노원구 노해로 517(상계동)
화로숯불구이,송파구,,37.531296,127.120472,서울특별시 송파구 올림픽로 553(풍납동지상123층)
홈수끼,송파구,,37.512048,127.126252,서울특별시 송파구 위례성대로 134(1층 방이동)
춘천골,중랑구,,37.598944,127.098647,서울특별시 중랑구 용마산로115길 30(망우동)
할머니추어탕,송파구,,37.506122,127.082674,서울특별시 송파구 백제고분로 139(극동빌딩 B동 102~104108호 잠실동)
부뚜막순대국,중랑구,,37.598748,127.097732,서울특별시 중랑구 용마산로115길 46(망우동)
남원추어탕,중랑구,,37.606447,127.098307,서울특별시 중랑구 봉화산로56길 46(신내동)
망우정식,중랑구,,37.599197,127.099878,서울특별시 중랑구 용마산로115길 8(망우동)
등촌정육식당,강서구,한식,37.555056,126.862917,서울특별시 강서구 공항대로59길 75(나동 1~2층 등촌동 1동)
돈다발,중랑구,,37.579099,127.085255,서울특별시 중랑구 면목로37길 17(1층 면목동)
도가,중랑구,,37.60673,127.094011,서울특별시 중랑구 봉화산로 189(신내동 11단지상가 309310301비04호)
대관령쌈밥,중랑구,,37.598852,127.099486,서울특별시 중랑구 용마산로115길 15(2층 망우동)
남원본가추어탕,중랑구,,37.606447,127.098307,서울특별시 중랑구 봉화산로56길 46(신내동)
강원도 흑염소,중랑구,,37.598863,127.093857,서울특별시 중랑구 망우로55길 32(101호 상봉동 한국프라우드)
주식회사 땡순이,강서구,한식,37.56864,126.825785,서울특별시 강서구 마곡중앙로 161-22(마곡일성트루엘플래닛 2층 201~204호 마곡동)
궁중식당(추어탕),강서구,한식,37.56205,126.807439,서울특별시 강서구 개화동로 565(1층 방화동 2동)
가마솥순두부(사당점),동작구,한식,37.477745,126.980203,서울특별시 동작구 남부순환로271길 20(사당동)
강촌민물매운탕,동작구,한식,37.497916,126.920917,서울특별시 동작구 여의대방로24길 10-4(신대방동)
돈까스참잘하는집,동작구,경양식,37.491433,126.923408,서울특별시 동작구 보라매로5길 43(신대방동상가 120호)
할머니추어탕,동작구,한식,37.502409,126.934515,서울특별시 동작구 상도로 133(상도동1층)
대통이네,노원구,한식,37.644038,127.066929,서울특별시 노원구 동일로208길 34(지하5호 중계동 시영2단지상가)
해누리 가마솥 순대국,양천구,한식,37.533257,126.864526,서울특별시 양천구 목동중앙서로1길 16(1층 목동)
포짜오,송파구,,37.496648,127.136033,서울특별시 송파구 오금로46길 8(1층 가락동)
참설농탕,송파구,,37.509056,127.111775,서울특별시 송파구 백제고분로 430(2층 송파동)
고봉삼계탕 중앙대점,동작구,한식,37.50778,126.962885,서울특별시 동작구 서달로 166(1층 흑석동)
강포복집,영등포구,복어취급,37.522363,126.909411,서울특별시 영등포구 국회대로54길 35(102호 영등포동2가)
풀향기칼국수,동작구,한식,37.495893,126.927358,서울특별시 동작구 보라매로 73(1층 신대방동)
무스쿠스,송파구,,37.514437,127.100003,서울특별시 송파구 올림픽로 269(지상2층 202호 신천동 잠실롯데캐슬골드내 상가)
고향한방삼계탕,동작구,한식,37.503566,126.949009,서울특별시 동작구 양녕로 268-1(상도1동)
궁중삼계탕,동작구,한식,37.491433,126.923408,서울특별시 동작구 보라매로5길 43(신대방동117호 118호)
샘터분식,노원구,분식,37.622366,127.074734,서울특별시 노원구 동일로180길 7(공릉동)
한스(HANS)친친,노원구,중국식,37.623636,127.060909,서울특별시 노원구 석계로18길 10-9(2층 월계동)
지호한방삼계탕 동작점,동작구,한식,37.503836,126.938826,서울특별시 동작구 상도로26길 18(상도동)
용궁,노원구,중국식,37.629101,127.055946,서울특별시 노원구 월계로49길 5(복합동 105호 월계동월계1단지주공)
제주어항1950,서초구,한식,37.490053,126.992678,서울특별시 서초구 방배로28길 6(지상 1층 방배동)
향토곱창,노원구,한식,37.625537,127.072327,서울특별시 노원구 동일로191길 10(공릉동)
춘보식당,노원구,한식,37.621929,127.071839,서울특별시 노원구 섬밭로 56(공릉동)
천수 한방 삼계탕(수락산역점),노원구,한식,37.678308,127.053849,서울특별시 노원구 동일로243길 23(1층 상계동)
조박사아구찜,노원구,한식,37.654418,127.062414,서울특별시 노원구 노해로 490(상계동 724-1)
육대장 상계점,노원구,한식,37.670842,127.055383,서울특별시 노원구 수락산로 212(1층 상계동)
이남장(서초점),서초구,한식,37.493796,127.012395,서울특별시 서초구 서초대로49길 4(1층2층3층 서초동)
안시성,노원구,한식,37.619379,127.079879,서울특별시 노원구 화랑로 475(12층 공릉동)
두부마을,동작구,한식,37.505054,126.9421,서울특별시 동작구 상도로 210(상도동)
시래불고기 화풍정,동작구,한식,37.499943,126.931756,서울특별시 동작구 상도로 102(상도동)
시골생삼겹자연석돌구이,노원구,한식,37.635688,127.070671,서울특별시 노원구 공릉로 325-3(하계동)
봉평메밀막국수,노원구,한식,37.661761,127.074914,서울특별시 노원구 한글비석로20길 61(중계동예담빌딩1층)
명태이야기,노원구,한식,37.623623,127.060388,서울특별시 노원구 석계로18길 13(월계동)
딸만셋냉면(공릉점),노원구,한식,37.623352,127.079762,서울특별시 노원구 공릉로38길 5(공릉동)
남가네설악추어탕 한모둠순대국,노원구,한식,37.670842,127.055383,서울특별시 노원구 수락산로 212(1층 상계동)
옛집버섯칼국수,양천구,,37.520221,126.853457,서울특별시 양천구 중앙로34길 21-5(지층 신정동)
오복순대국,양천구,,37.527113,126.859008,서울특별시 양천구 신정중앙로 63(1층 신정동)
원풍리 감자탕순대국,양천구,,37.521104,126.861894,서울특별시 양천구 은행정로4길 20(지상1층 신정동)
이조순대국,양천구,,37.532122,126.876786,서울특별시 양천구 목동동로 339(목동목동트윈빌 지하1층 115호목동동로 309)
남원추어탕,양천구,,37.526978,126.859949,서울특별시 양천구 신정중앙로 73(신정동)
들마루가마솥순대국,양천구,,37.529455,126.834885,서울특별시 양천구 곰달래로6길 2(신월동1층들마당2길 4)
명당횟집,서대문구,일식,37.580808,126.911706,서울특별시 서대문구 응암로 87(북가좌동)
만복순대국,양천구,,37.527953,126.863826,서울특별시 양천구 목동로 219(지상1층 108호 신정동 서연빌딩)
명가들깨칼국수,양천구,,37.520763,126.8601,서울특별시 양천구 은행정로 12(신정동)
참한우본가,노원구,한식,37.636272,127.072816,서울특별시 노원구 공릉로58가길 14(1층 하계동)
박가네 들깨 칼국수,양천구,,37.521019,126.874656,서울특별시 양천구 신목로12길 7(신정동)
상도늘보리(흑석점),동작구,한식,37.505512,126.961186,서울특별시 동작구 서달로 134-1(흑석동)
사리원유승배만두,동작구,한식,37.499157,126.950632,서울특별시 동작구 상도로50길 2-15(상도1동)
동해도 본점,영등포구,,37.528637,126.921414,서울특별시 영등포구 여의도동 14-15 안원빌딩지하
마장동일번지,영등포구,,37.508344,126.895895,서울특별시 영등포구 도영로 22(무명빌딩 1층 101호 도림동)
궁중참순대,동작구,한식,37.492099,126.924258,서울특별시 동작구 보라매로5길 15(신대방동전문건설회관)
명동할머니국수,영등포구,,37.514748,126.897577,서울특별시 영등포구 경인로 775(지하1층 문래동3가 에이스하이테크시티 지하182호)
푸드명가,영등포구,,37.539796,126.894617,서울특별시 영등포구 양평로22길 21(B113호 양평동5가 선유도코오롱디지털타워)
한성삼계탕,영등포구,,37.526157,126.897827,서울특별시 영등포구 국회대로36길 14(당산동3가)
왕돈가스 왕냉면,서대문구,경양식,37.581089,126.911929,서울특별시 서대문구 응암로 89(1층 북가좌동)
참만나,노원구,한식,37.618254,127.076574,서울특별시 노원구 화랑로 443(3층 공릉동)
한우집위,영등포구,,37.519993,126.932014,서울특별시 영등포구 국제금융로 86(2층 212 213호 여의도동 롯데캐슬아이비상가)
